2026-06-02 23:20:23.080 | INFO     | main:run_paper:525 - Starting paper trading: ['absorption', 'stacked_imbalance']
2026-06-02 23:20:23.106 | INFO     | main:run_paper:535 -   Loaded strategy: absorption
2026-06-02 23:20:23.107 | INFO     | main:run_paper:535 -   Loaded strategy: stacked_imbalance
2026-06-02 23:20:23.107 | INFO     | data.exchange_connector:connect:141 - Connecting to binance (attempt 1/5)...
2026-06-02 23:20:26.575 | INFO     | data.exchange_connector:connect:143 - Connected to binance
2026-06-02 23:20:28.375 | INFO     | data.exchange_connector:start_websocket:498 - WebSocket connected: wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade
2026-06-02 23:20:28.857 | INFO     | data.exchange_connector:_fetch_rest_snapshot:320 - Snapshot loaded: 1000b/1000a, lastUpdateId=10692263343966
2026-06-02 23:20:28.858 | INFO     | data.exchange_connector:_fetch_rest_snapshot:358 - Book re-initialized. Total resyncs so far: 0
2026-06-02 23:20:28.917 | ERROR    | data.exchange_connector:_apply_diff_if_valid:401 - GAP DETECTED: expected U=10692263378703, got U=10692263381389, missing 2686 updates
2026-06-02 23:20:28.918 | WARNING  | data.exchange_connector:_backfill_gap:435 - Cannot backfill L2 gap 10692263378703-10692263381388, forcing re-sync
2026-06-02 23:20:30.290 | INFO     | data.exchange_connector:_backfill_gap:440 - Backfilled 0 trades for gap period
2026-06-03 03:21:05.284 | WARNING  | data.exchange_connector:start_websocket:533 - WebSocket closed (code=1006) on wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade, failure #1
2026-06-03 03:21:11.813 | INFO     | data.exchange_connector:start_websocket:498 - WebSocket connected: wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade
2026-06-03 03:21:22.036 | INFO     | data.exchange_connector:_fetch_rest_snapshot:320 - Snapshot loaded: 1000b/1000a, lastUpdateId=10694110214874
2026-06-03 03:21:22.037 | INFO     | data.exchange_connector:_fetch_rest_snapshot:358 - Book re-initialized. Total resyncs so far: 0
2026-06-03 03:21:22.068 | ERROR    | data.exchange_connector:_apply_diff_if_valid:401 - GAP DETECTED: expected U=10694110233337, got U=10694110236215, missing 2878 updates
2026-06-03 03:21:22.069 | WARNING  | data.exchange_connector:_backfill_gap:435 - Cannot backfill L2 gap 10694110233337-10694110236214, forcing re-sync
2026-06-03 03:21:23.441 | INFO     | data.exchange_connector:_backfill_gap:440 - Backfilled 0 trades for gap period
2026-06-03 05:03:15.084 | WARNING  | data.exchange_connector:start_websocket:533 - WebSocket closed (code=1006) on wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade, failure #1
2026-06-03 05:03:18.010 | INFO     | data.exchange_connector:start_websocket:498 - WebSocket connected: wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade
2026-06-03 05:03:20.117 | INFO     | data.exchange_connector:_fetch_rest_snapshot:320 - Snapshot loaded: 1000b/1000a, lastUpdateId=10694798997789
2026-06-03 05:03:20.118 | INFO     | data.exchange_connector:_fetch_rest_snapshot:358 - Book re-initialized. Total resyncs so far: 0
2026-06-03 05:03:20.173 | WARNING  | data.exchange_connector:_handle_depth_update:717 - Diff rejected (U=10694799003675, u=10694799015744, lastUpdateId=10694798997789), re-syncing from REST
2026-06-03 05:03:31.068 | INFO     | data.exchange_connector:_fetch_rest_snapshot:320 - Snapshot loaded: 1000b/1000a, lastUpdateId=10694800435681
2026-06-03 05:03:31.069 | INFO     | data.exchange_connector:_fetch_rest_snapshot:358 - Book re-initialized. Total resyncs so far: 1
2026-06-03 05:03:36.264 | ERROR    | data.exchange_connector:_apply_diff_if_valid:401 - GAP DETECTED: expected U=10694800445725, got U=10694800446875, missing 1150 updates
2026-06-03 05:03:36.265 | WARNING  | data.exchange_connector:_backfill_gap:435 - Cannot backfill L2 gap 10694800445725-10694800446874, forcing re-sync
2026-06-03 05:03:37.694 | INFO     | data.exchange_connector:_backfill_gap:440 - Backfilled 0 trades for gap period
2026-06-03 07:28:24.583 | WARNING  | data.exchange_connector:start_websocket:533 - WebSocket closed (code=1006) on wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade, failure #1
2026-06-03 07:28:29.402 | INFO     | data.exchange_connector:start_websocket:498 - WebSocket connected: wss://fstream.binance.com:443/stream?streams=icpusdt@depth@100ms/icpusdt@aggTrade
2026-06-03 07:28:31.338 | INFO     | data.exchange_connector:_fetch_rest_snapshot:320 - Snapshot loaded: 1000b/1000a, lastUpdateId=10695834997679
2026-06-03 07:28:31.338 | INFO     | data.exchange_connector:_fetch_rest_snapshot:358 - Book re-initialized. Total resyncs so far: 1
2026-06-03 07:28:31.338 | WARNING  | data.exchange_connector:_handle_depth_update:717 - Diff rejected (U=10695835009616, u=10695835017628, lastUpdateId=10695834997679), re-syncing from REST
